FITPROB_Ibc,FITPROB_II,FITPROB_Ia,SNRMAX1,SNRMAX2,SHAPEPAR_Ia,COLORPAR_Ia,CHI2_Ibc,CHI2_Ia,CHI2_II,TOBSMIN_Ibc,DMU_Ia,TOBSMIN_II,Z_Ia,ITYPE_BEST,CLASS
0.85995,0.66701,0.98063,16.66043,9.56933,1.125,0.9,7.74271,4.7322,10.32684,42.22,1.5,22.22,0.0611746,0,CC
0.90108,0.44466,0.93355,29.15743,26.57842,2.5,0.0,2.19337,1.84309,5.81131,-10.753,-0.1,-14.753,0.24472,0,CC
1.01353e-23,2.40592e-24,4.18806e-08,48.46503,23.74084,-3.0,-0.9,124.21525,47.63927,127.20858,50.241,0.9,50.241,0.0418295,0,KN
0.97572,0.97931,0.98852,16.09458,6.39671,2.15625,0.5,2.15959,1.71588,2.05415,-15.723,1.5,-15.723,0.14632,0,CC
0.98275,0.97196,0.99989,86.58863,74.73702,-2.3125,-0.9,2.94211,0.90001,3.34957,22.238,0.9,13.238,0.0598219,0,Ia
0.90125,0.78058,0.9956,13.07397,12.19561,-2.3125,-1.0,4.15025,1.67793,5.58554,-7.759,0.5,11.241,0.57238,0,KN
0.27333,0.26331,0.30926,16.38112,2.22295,-3.0,0.9,11.03476,10.53066,11.18396,38.276,1.5,31.276,0.0699581,0,Ia
6.24161e-07,4.61059e-07,0.0164759,25.66868,24.71908,-3.0,-0.9,36.91066,13.86712,37.56651,47.254,0.7,47.254,0.0584991,0,KN
3.62639e-09,1.06196e-09,0.000980932,8.21126,3.70107,2.5,-1.0,50.56205,22.50371,53.21497,26.242,-0.3,49.242,0.73199,0,KN
9.73886e-08,1.84232e-07,0.00918962,14.01258,13.25576,-3.0,-0.9,52.37155,23.45391,50.87417,46.273,1.5,48.273,0.074812,0,KN
2.15117e-22,1.75564e-22,1.68119e-08,18.56956,18.34045,-3.0,-0.3,132.27903,60.70136,132.71799,48.276,0.3,48.276,0.0625579,0,KN
0.99196,0.99711,0.99704,55.41938,43.48143,2.15625,0.6,1.96809,1.51393,1.50476,45.236,-0.1,46.236,0.12235,0,Ia
0.97842,0.98522,0.99835,29.81691,27.85585,-3.0,0.1,1.60586,0.6979,1.41137,34.255,1.1,10.255,0.10463,0,Ia
0.87392,0.75828,0.88452,22.0621,10.63349,-0.59375,-0.2,2.45092,2.3532,3.392,-7.745,0.9,10.255,0.10231,0,CC
0.93674,0.90928,0.95786,10.66007,5.54928,1.125,0.0,5.55714,5.00365,6.13203,20.276,1.5,14.276,0.13084,0,CC
0.99317,0.98587,0.99999,84.39471,81.72897,1.125,-0.1,0.75744,0.0697426,0.99305,-7.753,0.7,0.247,0.0765037,0,Ia
0.99348,0.9954,0.98679,97.84146,42.23219,0.78125,-0.6,1.45151,1.78977,1.31275,14.238,1.5,13.238,0.0914895,0,Ia
0.74904,0.89444,0.88345,13.91999,3.80277,2.15625,0.2,5.9085,4.39634,4.24665,0.23,1.3,-18.77,0.22378,0,CC
1.87749e-07,1.11009e-07,0.00364949,18.28931,11.44549,2.5,-1.0,39.5068,17.49577,40.63839,46.241,-0.5,46.241,1.28022,0,KN
1.60356e-11,1.23877e-11,9.15432e-08,49.25337,5.52593,-2.3125,0.1,67.41577,48.17315,67.98051,48.276,0.5,48.276,0.04,0,KN
0.000179606,0.0200905,0.0996523,11.19123,5.1176,-3.0,0.3,26.50005,10.65471,15.02145,1.255,-0.5,15.255,0.27985,0,KN
9.68606e-12,5.28427e-14,0.13879,10.767,6.84637,-3.0,-1.0,63.2783,9.68007,74.32543,-1.725,0.1,-0.725,1.33877,0,KN
0.70551,0.74917,0.76252,10.6074,7.18932,-0.59375,0.9,7.20968,6.60076,6.74622,0.276,-0.5,-17.724,0.36598,0,CC
0.96423,0.90789,0.98594,21.32774,17.9896,2.5,0.6,1.9182,1.3878,2.74097,5.22,0.5,7.22,0.1338,0,CC
0.00376603,6.40342e-07,0.95387,7.05199,6.25438,-3.0,-0.8,21.00278,2.6596,41.53013,-2.762,0.1,-1.762,1.36904,0,KN
0.0130827,0.29392,0.50184,21.68747,14.7926,-3.0,-1.0,20.90418,8.32414,9.60415,46.241,0.3,16.241,0.19568,0,KN
0.99626,0.9889,0.99869,19.75136,9.04812,0.4375,0.4,1.2371,0.92256,1.69871,19.289,1.5,15.289,0.10005,0,Ia
0.64369,0.2195,0.99001,45.10209,32.97655,-0.59375,0.3,5.13341,1.2385,9.4879,-18.758,0.5,-16.758,0.0818118,0,Ia
0.00245647,0.00242644,0.0752457,25.90135,12.46044,2.5,-1.0,18.42676,9.99963,18.45558,45.255,-0.5,45.255,1.28022,0,KN
0.98349,0.98856,0.98602,15.94995,8.30556,-2.3125,1.0,1.05378,0.98907,0.91726,-15.762,1.1,-15.762,0.10941,0,KN
0.73873,0.7472,0.75538,8.76326,3.60606,2.5,-0.3,3.53937,3.41397,3.4757,-12.746,1.3,18.254,0.54734,0,CC
1.28819e-10,1.1356e-10,0.00547614,25.29647,22.84762,2.5,-0.6,60.34484,20.04366,60.61889,50.289,-0.5,50.289,0.21399,0,KN
0.95736,0.95273,0.96492,15.89708,3.55273,2.5,0.0,2.59089,2.42997,2.68157,-14.711,0.7,-11.711,0.29927,0,CC
8.42542e-09,1.29838e-12,0.22675,9.83467,8.04957,-3.0,-1.0,51.19116,10.57847,70.27759,-3.762,0.7,-3.762,1.36904,0,KN
0.31539,0.34267,0.99967,56.41795,24.00375,-1.28125,-0.5,7.05943,0.259,6.76968,8.209,1.1,10.209,0.1338,0,Ia
0.00575499,8.28811e-05,0.00429761,6.57012,6.30192,-3.0,-1.0,16.41455,18.92189,26.16538,-3.746,-0.5,4.254,1.04685,-9,KN
1.92768e-23,5.20952e-19,4.74242e-06,12.06228,7.72062,2.5,-1.0,137.48352,46.95692,115.34827,3.22,-0.1,49.22,0.97893,0,KN
1.80085e-06,1.06349e-08,0.00656179,8.4923,7.6989,-3.0,-0.8,47.43369,25.96784,59.67924,0.276,-0.5,13.276,0.27366,0,KN
0.988,0.99999,0.99999,219.39322,91.98575,-1.96875,-0.3,1.73891,0.22011,0.25032,6.221,1.3,20.221,0.0500232,0,Ia
0.00340112,0.92199,0.2622,32.59101,1.44993,2.5,-1.0,22.97143,11.20074,3.18825,44.276,0.1,-17.724,0.117,2,KN
0.50631,0.41375,0.71704,20.15796,12.25152,1.8125,-0.6,8.27885,6.22659,9.25869,22.211,1.5,22.211,0.17894,0,Ia
3.32717e-05,3.23348e-15,0.0394438,14.35352,5.03148,-3.0,-1.0,38.32802,19.06508,91.10463,40.273,-0.5,48.273,1.30917,0,KN
0.77694,0.0869963,0.81872,14.7604,10.36038,-1.625,1.0,3.2495,2.92082,11.04497,6.254,0.5,8.254,0.11188,0,CC
4.32669e-35,2.4646e-34,6.28961e-10,18.16546,13.77854,-3.0,-1.0,194.55651,68.43078,190.88859,48.276,0.7,48.276,0.0654191,0,KN
0.96757,0.94235,0.9666,9.60064,6.31566,-1.96875,-0.3,1.37148,1.38773,1.7355,9.246,0.5,7.246,0.47862,0,CC
0.000119375,4.3773e-05,0.00317747,8.02613,0.75532,-3.0,-1.0,25.34746,17.82237,27.58983,-0.754,-0.3,15.246,1.30917,0,KN
6.87327e-15,9.06394e-15,4.61726e-06,12.51245,6.4238,-3.0,-1.0,81.47978,37.03616,80.8911,3.297,1.1,50.297,1.4,0,KN
5.43877e-05,4.36391e-05,0.12949,18.90978,16.50055,-3.0,-0.9,31.3148,11.21547,31.83174,48.297,0.9,48.297,0.0782336,0,KN
1.62939e-05,0.00173157,0.17464,29.35803,23.76499,-3.0,-1.0,34.12888,10.25383,22.96085,30.297,0.9,48.297,0.0684111,0,KN
0.87406,0.80049,0.90684,8.9201,8.50429,2.5,0.4,3.1161,2.75334,3.81797,8.242,1.3,3.242,0.14308,0,KN
0.97548,0.42979,0.99835,16.40406,9.115,2.5,0.5,1.6786,0.69873,6.99124,-19.711,-0.5,48.289,0.21883,0,KN
0.74158,0.78758,0.83264,7.34263,5.26227,-3.0,1.0,5.98343,5.01915,5.51212,4.23,1.5,-17.77,0.11965,0,CC
0.70951,0.85622,0.8614,26.2795,26.23821,2.15625,0.7,4.59282,3.24552,3.2972,-6.745,1.5,-13.745,0.0894665,0,CC
4.26378e-05,0.000141889,0.28075,68.63423,48.71501,-3.0,-1.0,31.88616,8.62451,29.04651,46.289,-0.3,50.289,0.0572055,0,KN
0.22639,0.0900943,0.7225,4.16765,2.2808,-3.0,-1.0,14.12068,7.89698,17.64885,-4.727,0.9,-1.727,1.30917,0,KN
3.43869e-21,1.35613e-20,9.038e-07,24.09555,21.24846,2.5,-1.0,112.05529,40.7509,109.18358,50.299,-0.5,50.299,0.12512,0,KN
0.61901,0.47807,0.64097,12.99217,11.98112,-0.9375,0.4,7.17399,6.96302,8.568,20.23,1.1,9.23,0.13992,0,CC
0.97546,0.95131,0.9999,70.09032,11.34828,2.5,0.0,1.67899,0.30355,2.14612,10.247,-0.3,13.247,0.34998,0,Ia
1.36773e-12,2.3226e-12,0.000374895,52.86694,44.73497,-1.28125,-0.9,70.16578,26.7158,69.0273,50.299,1.3,50.299,0.04,0,KN
0.98524,0.93792,0.98322,14.91934,3.82059,-2.3125,-0.5,4.4601,4.58532,6.21632,-16.724,-0.3,32.276,1.17068,0,CC
6.85403e-12,3.43916e-13,1.67923e-05,15.57281,9.58048,2.5,-1.0,76.54172,41.90943,83.26353,47.276,-0.5,47.276,1.28022,0,KN
0.19826,0.18214,0.41481,18.11501,8.97589,2.5,0.1,11.06105,8.19339,11.35969,42.277,1.5,45.277,0.15647,0,KN
0.33112,0.54438,0.52625,9.21193,6.07872,2.5,0.9,12.44523,10.04601,9.845,-15.727,-0.5,-16.727,0.45769,0,CC
0.000678217,2.12667e-08,0.00764072,9.40112,4.95562,-3.0,0.8,32.31735,27.03394,58.05388,48.276,0.9,11.276,0.0765037,0,KN
0.37675,0.13593,0.47572,8.01976,3.19653,-3.0,0.9,6.43027,5.54762,9.74226,29.286,0.9,16.286,0.0684111,0,KN
2.1806e-17,2.49684e-09,3.51059e-05,37.05655,29.03539,-3.0,-1.0,87.56516,28.08034,48.74953,52.254,-0.3,52.254,0.0547036,-9,KN
0.81503,0.46205,0.90391,18.74644,13.66931,2.5,-0.1,3.68706,2.78781,5.66242,-7.78,1.5,-20.78,0.14963,0,KN
0.61654,0.87551,0.97165,38.96839,8.27516,-1.625,-1.0,8.12588,3.35956,5.2269,2.203,1.5,-15.797,0.40023,0,CC
0.28558,0.0945516,0.51119,21.71298,20.39788,-3.0,0.2,6.21796,5.25791,10.80627,-6.745,-0.5,16.255,0.17894,0,KN
0.95784,0.91962,0.94885,11.44301,9.63979,2.5,0.3,2.58107,2.75379,3.22259,11.241,-0.5,9.241,0.48945,-9,CC
5.28392e-06,4.00013e-25,1.96383e-08,16.20861,3.60342,2.5,-1.0,32.25706,44.35299,124.22211,-0.746,-0.5,52.254,0.74854,-9,KN
0.85281,0.68251,0.90032,19.17583,5.66186,2.5,-0.7,7.85665,7.03538,10.13919,11.276,0.5,3.276,0.58532,0,Ia
0.20725,0.19068,0.24531,6.13038,5.81834,2.15625,0.0,10.90311,10.28927,11.199,10.242,1.3,-29.758,0.20463,0,KN
0.68156,0.40453,0.80512,12.16463,11.14283,-2.65625,-0.4,6.57222,5.32488,9.3622,15.23,-0.5,10.23,0.46804,0,Ia
1.94682e-06,1.30161e-08,0.000297697,9.47646,7.88554,2.5,-0.9,41.15878,29.15616,52.57775,3.236,-0.3,19.236,1.22423,0,KN
0.84633,0.93213,0.94174,29.61705,4.52859,2.5,-0.3,3.39388,2.29482,2.43203,-16.749,0.9,2.251,0.39138,0,CC
1.23726e-21,2.05044e-21,2.37548e-08,24.83261,21.14694,2.5,-1.0,114.19245,48.89828,113.13651,50.241,-0.5,50.241,1.30917,0,KN
1.16579e-16,3.10921e-17,2.76164e-06,22.10833,11.99779,-3.0,-0.3,90.1258,38.21191,92.91822,50.241,0.5,50.241,0.0547036,0,KN
0.26341,0.0454028,0.45035,19.90988,13.20233,-1.28125,1.0,10.02305,7.82902,15.79548,14.238,0.9,9.238,0.11188,0,Ia
0.0144263,0.00377444,0.27321,6.34382,2.95933,-3.0,-1.0,17.50282,8.72232,20.9971,-3.762,1.1,-2.762,1.30917,0,KN
0.0222189,0.0313806,0.0562473,10.79739,10.19295,-2.65625,-1.0,19.37071,16.55,18.34451,11.203,0.5,49.203,1.36904,-9,KN
0.97654,0.47802,0.98582,16.36397,14.01748,-1.28125,-1.0,2.13658,1.82864,7.55581,-1.759,-0.5,10.241,0.93611,0,Ia
0.86973,0.86393,0.92011,24.84529,13.89679,-0.9375,0.5,3.85768,3.21564,3.92387,-2.762,1.3,13.238,0.10005,0,Ia
0.94843,0.97793,0.99694,241.11711,138.75797,1.46875,-0.5,3.35727,1.5275,2.60466,-3.77,0.1,-3.77,0.11441,0,Ia
0.96965,0.97225,0.97633,11.43723,5.83283,-1.96875,-0.3,2.85823,2.658,2.784,-15.789,1.3,-13.789,0.29927,0,CC
0.12123,0.10372,0.63317,16.9031,11.20395,-3.0,-0.3,11.42232,5.21972,11.90514,49.289,0.9,49.289,0.0547036,0,KN
0.86073,0.84916,0.94038,8.84041,8.45788,-3.0,0.6,3.25219,2.31483,3.36644,43.22,0.9,5.22,0.12235,0,CC
0.58265,0.15146,0.98136,11.07136,11.05823,2.5,-0.6,4.70136,1.10401,9.41668,-17.714,-0.5,49.286,0.34998,0,KN
0.99915,0.87218,1.0,129.16145,86.42989,0.09375,-1.0,0.82062,0.0593864,3.82939,13.241,1.5,7.241,0.0874881,0,Ia
0.98486,0.32621,0.99991,61.92918,59.2252,2.15625,0.0,1.01948,0.16358,6.94235,-18.759,0.5,-17.759,0.13683,0,Ia
0.66658,0.30733,0.53812,25.47758,17.78768,-3.0,-0.6,5.82718,7.96062,9.43002,3.241,1.3,46.241,0.0572055,0,KN
0.96415,0.95675,0.98524,43.20024,-9.0,2.5,-0.5,0.98018,0.65706,1.06965,-13.758,1.3,-11.758,0.11965,0,CC
1.25727e-19,3.24407e-20,5.88791e-08,16.16244,13.38824,2.5,-1.0,104.51545,46.88119,107.35639,48.277,-0.5,48.277,1.28022,0,KN
0.95646,0.95417,0.99989,711.71063,656.49506,1.46875,0.1,2.05972,0.30754,2.0988,33.255,-0.3,13.255,0.04,0,CC
0.00123073,6.25439e-06,2.72103e-06,11.53984,3.54416,-3.0,-1.0,27.33545,42.44822,40.46615,47.276,-0.3,47.276,1.30917,-9,KN
0.85822,0.9199,0.8165,8.73393,2.95808,-3.0,-1.0,4.71736,5.98525,3.86773,-17.724,0.9,-19.724,1.36904,-9,KN
0.00564888,0.00145115,0.3127,14.54947,12.0426,-3.0,-1.0,16.45895,5.9339,19.65374,3.238,0.9,50.238,0.10463,0,KN
8.12123e-06,6.05906e-10,0.00270445,12.60496,5.84253,-3.0,-1.0,33.57619,20.05789,54.42378,48.286,-0.5,-3.714,1.4,0,KN
0.000102057,0.00340616,0.7141,9.68802,7.18523,-3.0,-1.0,29.82925,4.55489,21.25824,49.289,-0.5,39.289,1.4,0,KN
0.89396,0.99965,0.99999,69.35329,42.87815,-0.25,0.2,3.56666,0.22588,0.64654,9.241,-0.5,18.241,0.16363,0,Ia
0.8808,0.44564,0.99816,44.34363,34.85864,-0.59375,-0.5,4.4314,1.34221,8.90985,12.23,1.3,6.23,0.10005,0,Ia
1.6735e-06,2.3937e-06,0.0443135,12.11922,9.08391,2.5,-0.9,43.59829,17.29349,42.75198,47.276,-0.5,47.276,0.23401,0,KN
1.96993e-14,8.72071e-15,0.000295665,17.00536,14.91111,2.5,-0.9,76.40643,25.33738,78.12275,49.255,-0.5,49.255,1.4,0,KN
0.23089,0.29632,0.37669,12.83789,3.05043,2.5,0.8,10.51236,8.60512,9.57253,-10.703,0.1,13.297,0.29927,0,CC
2.81666e-19,5.93997e-19,1.28011e-05,14.96291,8.10049,2.5,-1.0,111.37529,40.69032,109.76894,49.276,-0.5,49.276,1.33877,0,KN
7.86203e-10,4.12032e-11,4.95619e-07,7.36282,6.49638,-3.0,-1.0,56.40104,42.10828,62.81892,-2.759,-0.1,-3.759,1.11948,0,KN
0.95153,0.98996,0.99516,50.47379,27.30572,-2.3125,-1.0,2.14253,0.97891,1.24075,5.255,0.5,-11.745,0.25591,0,Ia
3.53575e-05,0.000131314,0.00131643,9.19592,3.4209,-3.0,1.0,30.24186,21.79951,25.13329,50.221,1.3,17.221,0.074812,0,KN
8.10831e-05,1.13615e-08,7.65966e-05,8.65691,1.45821,-3.0,-1.0,34.2396,36.23827,55.15843,44.276,-0.5,2.276,1.4,-9,KN
0.94205,0.94317,0.95042,26.27967,18.93216,0.4375,-0.4,1.73927,1.6297,1.72508,1.255,1.5,17.255,0.13992,0,CC
1.91339e-10,9.05827e-10,0.000740222,14.33231,7.88044,2.5,-1.0,54.19243,21.20711,50.90192,50.255,1.1,50.255,0.27366,-9,KN
0.59288,0.7457,0.81277,19.77682,1.56013,-1.28125,0.5,6.48674,4.46653,5.11055,-18.724,0.1,-19.724,0.0668984,0,KN
3.55937e-08,7.55051e-05,0.9877,109.28753,19.0349,2.5,-0.9,43.08017,0.94245,26.37386,6.238,0.3,-17.762,0.22378,0,CC
0.86622,0.96358,0.23579,29.11124,2.52305,2.5,-1.0,3.89783,11.61667,2.45973,-18.724,-0.3,-18.724,0.11965,-9,KN
0.50845,0.69827,0.91182,33.55532,28.78566,2.5,0.3,6.27132,2.69364,4.68556,15.241,-0.5,40.241,0.23401,0,KN
0.98835,0.69729,0.99525,7.20737,1.34383,-2.65625,-1.0,0.9233,0.66307,3.84761,38.286,-0.3,5.286,1.30917,-9,KN
0.81543,0.78814,0.84489,7.43126,5.37357,2.5,0.7,3.68347,3.40787,3.92704,-5.78,-0.3,14.22,0.32003,0,Ia
0.4733,0.27086,0.64509,14.90403,11.25789,-2.3125,-1.0,6.58528,5.12191,8.75331,-3.78,1.1,14.22,0.18712,0,CC
0.99891,0.99344,0.99997,59.60179,55.80845,2.5,0.5,1.50677,0.8945,2.30356,37.273,-0.1,25.273,0.1338,0,Ia
0.00201817,0.00301014,0.50109,20.5109,6.171,2.5,-1.0,24.32875,7.33369,23.29092,48.276,-0.5,48.276,0.31296,0,KN
0.00447577,0.0102542,0.00129956,91.84219,66.41378,-3.0,-0.6,23.89175,27.19297,21.59525,49.203,-0.5,49.203,0.0584991,2,KN
0.52733,0.36761,0.00700872,10.10054,5.03642,-3.0,0.8,8.06775,24.23164,9.79169,44.276,-0.5,-19.724,0.20463,-9,KN
0.00108178,0.00252413,0.10999,23.67516,12.53353,2.15625,-1.0,20.33361,8.9769,18.3631,40.209,0.1,46.209,1.33877,0,KN
0.0877135,0.0384254,0.38334,8.81114,0.26405,1.125,-1.0,15.1192,9.6057,17.73103,43.276,-0.5,23.276,1.28022,0,KN
0.45148,0.49835,0.74198,51.03476,38.11008,-3.0,-0.2,6.78611,4.32246,6.36041,-13.745,1.1,45.255,0.10005,0,CC
0.99035,0.48742,0.99968,71.74311,59.11992,2.5,-0.1,2.06766,0.87299,8.47141,-17.759,-0.5,-15.759,0.25591,0,Ia
1.30805e-17,1.787e-10,0.7862,61.184,11.23487,2.5,-1.0,91.75561,3.94407,57.04739,46.22,-0.1,-16.78,1.36904,0,CC
3.21305e-08,9.16693e-13,2.18987e-05,20.78747,7.309,2.5,-1.0,43.29944,29.12658,65.42071,49.221,-0.5,50.221,1.30917,-9,KN
3.09988e-12,2.43381e-09,1.02711e-05,13.01679,7.50453,-3.0,-0.1,65.70268,33.04671,51.42462,-1.714,0.3,49.286,0.20463,0,KN
0.99121,0.96492,0.99221,12.50299,2.87029,-3.0,0.7,1.18737,1.14173,1.90474,1.286,0.5,34.286,0.22378,0,CC
0.46232,0.29037,0.90956,44.78546,10.28996,2.5,-1.0,7.7098,3.363,9.65108,9.289,0.9,14.289,0.27985,0,Ia
4.61065e-12,4.96945e-12,0.000362466,21.97482,13.15389,2.5,-1.0,62.03553,22.83825,61.87828,47.254,-0.3,47.254,0.14963,-9,KN
0.99468,0.81739,0.99999,71.69846,50.15799,2.5,0.2,1.76368,0.34193,5.19051,-2.789,1.1,13.211,0.0598219,0,Ia
0.82179,0.5394,0.99999,250.75137,75.38295,1.46875,0.0,2.89595,0.0250974,4.06986,-17.754,0.3,-18.754,0.11441,0,Ia
1.38205e-14,1.27621e-16,0.000175611,10.74106,1.60898,2.5,-1.0,74.1761,24.47889,83.9063,7.247,0.5,-17.753,1.4,-9,KN
1.84051e-15,4.16758e-15,8.07824e-05,62.78963,43.23893,-3.0,-1.0,81.39404,28.34824,79.67625,50.22,-0.1,50.22,0.0584991,0,KN
0.93375,0.99599,0.99968,58.65385,9.19201,0.78125,-1.0,3.63502,0.87078,1.63766,14.276,-0.1,9.276,0.22378,0,Ia
0.000159518,9.79827e-05,0.11275,27.94856,21.61477,2.5,-1.0,26.77557,10.29548,27.90337,46.22,-0.5,46.22,1.30917,0,KN
2.41597e-15,2.91285e-17,2.50417e-05,42.80572,26.64606,-3.0,-0.5,77.80372,28.82965,86.96596,50.275,0.7,51.275,0.04,-9,KN
0.64285,0.27526,0.99996,704.60034,400.2774,0.09375,0.3,7.85648,0.74802,12.14825,-14.724,-0.5,-16.724,0.0625579,0,Ia
0.77138,0.49408,0.90521,21.72281,11.35125,0.4375,-0.2,6.50308,4.78268,9.40568,18.203,1.5,10.203,0.14308,0,CC
0.0110122,3.03988e-05,0.44307,44.74412,15.08875,2.5,-0.4,14.85236,4.78195,28.3999,50.286,-0.3,50.286,0.20011,0,KN
0.0341856,0.012986,0.28923,7.57775,3.93542,-3.0,-0.9,16.63131,9.6664,19.37326,1.289,0.5,48.289,0.27366,0,KN
0.48692,0.51525,0.63674,24.84149,11.04888,-3.0,-0.5,5.45491,4.29565,5.22535,12.255,1.3,43.255,0.14963,0,KN
5.11449e-18,2.62608e-18,2.1513e-05,22.62322,16.05691,-3.0,-1.0,96.72444,33.48345,98.12816,50.241,1.1,50.241,0.052311,0,KN
2.33775e-06,3.53101e-06,0.0423081,21.19205,20.0783,-3.0,-0.6,38.59205,14.54411,37.65034,49.299,0.5,49.299,0.0625579,0,KN
2.96275e-17,8.06289e-18,3.5034e-06,13.07138,9.10625,-3.0,1.0,93.02009,37.6683,95.76526,50.241,-0.5,50.241,0.0684111,0,KN
1.10354e-05,6.74063e-06,0.00101311,12.43955,12.43788,2.5,-1.0,30.63932,22.42664,31.72304,49.205,-0.5,49.205,0.81858,-9,KN
0.23731,0.00190324,0.26113,17.34027,15.94085,-1.28125,0.2,9.21904,10.05577,24.47995,-3.759,1.1,10.241,0.0731577,0,Ia
0.98691,0.98088,0.99847,50.30332,15.7313,1.46875,-0.6,1.78483,0.96318,2.00414,4.221,1.1,-3.779,0.17111,0,Ia
0.98171,0.94617,1.0,139.25037,138.8298,-0.59375,-0.6,1.09596,0.0389497,1.68635,21.255,1.5,12.255,0.0409045,0,CC
0.0327123,0.0323277,0.0578033,49.67621,34.66358,-3.0,-1.0,13.73731,13.64824,13.76884,49.22,0.5,50.22,0.048917,-9,KN
0.97125,0.86351,1.0,171.33304,73.82843,0.4375,-0.4,2.27871,0.0622821,3.92858,-14.701,1.3,30.299,0.0731577,0,Ia
0.90192,0.94122,0.91725,157.35507,91.68645,0.4375,0.4,4.8351,4.58284,4.13149,14.276,-0.1,11.276,0.0935584,0,Ia
0.93114,0.89119,0.99495,29.54757,12.22042,-3.0,-1.0,3.05056,1.3481,3.60129,24.277,-0.5,14.277,0.2393,0,Ia
0.9995,0.99993,0.99999,40.73176,32.66883,-1.96875,-0.5,0.29898,0.12732,0.27349,-1.758,0.1,16.242,0.14963,0,Ia
0.83319,0.85645,0.96891,31.38683,10.7709,-3.0,-1.0,2.80255,1.34856,2.60579,-14.745,1.3,-13.745,0.0874881,0,Ia
0.91213,0.97403,0.88988,127.08091,31.30382,2.5,0.2,3.32789,3.61749,2.20604,-17.701,-0.1,-17.701,0.19568,0,CC
0.71809,0.58811,0.75658,8.39454,6.9699,2.5,-1.0,5.36367,5.00933,6.52973,4.241,1.5,10.241,0.93611,0,Ia
0.45574,0.67749,0.41501,17.03642,13.85642,2.5,0.2,6.74648,7.13452,4.85637,-16.78,1.1,-17.78,0.15301,0,KN
0.94631,0.98004,0.97562,53.1795,40.4649,2.15625,0.0,2.22548,1.67526,1.56309,-10.758,0.9,-12.758,0.10941,0,Ia
4.29172e-12,4.52006e-11,0.00260796,36.99728,35.31696,-3.0,-1.0,67.70549,21.93387,62.61825,49.297,0.5,49.297,0.0598219,0,KN
0.82867,9.29651e-05,0.78248,166.9225,108.6652,2.5,1.0,3.56151,3.2068,28.02461,7.275,1.1,-0.725,0.0418295,0,CC
0.58853,0.78877,0.96415,53.01076,36.3052,-1.96875,-1.0,8.4133,3.58444,6.30784,14.238,-0.5,31.238,0.17111,0,Ia
0.95357,0.99027,0.99729,61.86277,55.25627,1.8125,0.0,3.85691,1.86174,2.5409,2.238,1.3,45.238,0.0800027,0,Ia
5.12055e-06,1.89059e-06,0.00130011,28.23498,15.5593,-3.0,-0.3,40.94407,27.19185,43.31021,49.203,0.7,49.203,0.0572055,0,KN
0.95893,0.98736,0.99996,68.95443,39.81256,2.5,-0.6,2.01629,0.22688,1.33922,3.242,0.5,-9.758,0.14963,0,CC
0.99748,0.89047,1.0,271.59369,242.10565,0.09375,-0.1,1.45293,0.19441,4.30155,21.241,0.5,18.241,0.0559406,0,Ia
0.96154,0.96165,0.99601,28.68523,24.11057,2.15625,0.5,2.504,1.26039,2.50177,41.242,1.5,38.242,0.0731577,0,Ia
0.30646,0.28273,0.35705,12.88332,12.16508,-3.0,-0.1,11.68822,11.00606,12.0348,11.238,1.3,45.238,0.14632,0,CC
1.52937e-10,1.32817e-10,0.00098137,23.70507,22.0942,2.5,-1.0,59.97163,24.36821,60.27839,46.241,-0.5,46.241,0.22884,0,KN
0.98694,1.0,0.99996,541.43665,-9.0,-0.25,-1.0,0.34203,0.0187381,0.0040725,37.191,-0.5,20.191,0.16733,-9,CC
0.99999,0.99962,1.0,214.6073,194.42941,1.8125,-0.7,0.0246305,0.0626064,0.27353,-9.703,0.1,37.297,0.07154,0,Ia
0.99532,0.99635,0.99971,65.30586,22.5698,-2.65625,-0.1,1.31885,0.61353,1.22879,15.297,0.7,9.297,0.1338,0,CC
0.96316,0.9989,0.99999,188.76666,171.56496,0.09375,-0.7,1.44347,0.0832061,0.39435,-9.779,0.5,46.221,0.0731577,0,Ia
0.0324201,0.029581,0.0954955,21.09141,9.40755,2.5,-1.0,12.17865,10.77768,12.41007,50.286,-0.5,50.286,1.11948,-9,KN
0.54702,0.14132,0.59603,17.89017,8.04539,2.5,1.0,6.90403,6.45837,12.22804,5.297,0.9,9.297,0.14308,0,Ia
0.99993,0.0784605,0.99978,16.20777,-9.0,-2.3125,-0.4,0.0231083,0.0426977,8.38469,-8.73,-0.1,7.27,0.78278,-9,CC
0.99218,0.99223,0.99466,104.33112,37.52112,1.125,-0.2,1.53095,1.3703,1.52813,8.238,1.1,18.238,0.11965,0,Ia
0.94959,0.99988,0.99998,36.89098,19.01095,2.15625,-1.0,1.64099,0.10317,0.18534,4.221,0.7,-14.779,0.95728,0,CC
1.41723e-08,4.81471e-10,2.44738e-05,6.38962,4.76922,-3.0,-1.0,50.04214,33.18329,57.47252,-14.759,1.5,-31.759,1.4,0,KN
0.37349,0.14383,0.5062,6.65585,3.28606,-2.3125,-1.0,8.64085,7.28514,12.16883,42.242,-0.5,6.242,1.30917,-9,KN
0.92967,0.90323,0.99131,17.6275,8.17928,-3.0,-1.0,3.07334,1.57919,3.44746,36.289,-0.5,20.289,0.26761,0,CC
