FITPROB_Ibc,FITPROB_II,FITPROB_Ia,SNRMAX1,SNRMAX2,SHAPEPAR_Ia,COLORPAR_Ia,CHI2_Ibc,CHI2_Ia,CHI2_II,TOBSMIN_Ibc,DMU_Ia,TOBSMIN_II,Z_Ia,ITYPE_BEST,CLASS
0.99885,0.99797,0.99596,80.86877,22.6059,1.125,0.5,0.40071,0.6256,0.489,29.275,1.3,16.275,0.0836618,0,CC
3.02649e-09,1.96408e-09,0.000501294,15.63813,12.01403,2.5,-1.0,53.44602,26.01149,54.39551,50.299,-0.5,50.299,0.23401,0,KN
0.99818,0.99882,1.0,319.16986,65.85387,-0.25,-0.2,0.71935,0.0739331,0.62926,-6.725,-0.3,31.275,0.11965,0,CC
0.000344891,1.92157e-08,0.17939,6.09763,4.67062,-3.0,-1.0,28.79191,11.41279,51.70187,42.23,-0.1,-2.77,1.36904,0,KN
8.19768e-10,1.49372e-13,2.97679e-05,22.07247,12.37167,-3.0,1.0,53.77283,30.63422,72.13056,41.275,-0.1,50.275,0.0534939,0,KN
2.9749e-19,2.95271e-18,6.88019e-06,40.48978,18.84137,-3.0,-0.7,99.64568,33.94948,94.86276,41.275,0.9,51.275,0.04,0,KN
0.99843,0.99754,0.99813,52.96683,16.20648,-0.9375,1.0,0.6871,0.72598,0.79042,23.247,-0.1,6.247,0.12512,0,CC
0.99849,0.982,0.99677,33.85341,15.21488,1.46875,0.4,1.62415,1.9414,2.97542,14.203,-0.5,5.203,0.31296,0,Ia
0.99999,0.99682,0.99999,44.88531,9.61688,2.5,0.4,0.12785,0.1315,0.85722,8.275,-0.5,9.275,0.34998,0,Ia
9.94811e-13,4.61962e-14,4.20827e-09,10.88017,7.47468,-3.0,-1.0,70.8496,52.72105,77.42024,50.221,0.5,40.221,1.4,0,KN
0.13188,0.68037,0.11575,14.93197,7.9183,2.5,-0.9,8.47609,10.21837,3.12726,1.205,-0.3,-16.795,1.30917,2,KN
0.96582,0.94638,0.97474,163.67467,-9.0,0.4375,-0.8,0.95879,0.83508,1.18424,35.23,-0.1,19.23,0.20011,0,CC
0.91128,0.72486,0.92007,15.77191,5.25635,-2.3125,1.0,6.81813,6.63276,9.61771,-18.724,1.5,-8.724,0.10941,0,CC
0.98729,0.97865,0.99997,54.76659,-9.0,-2.65625,-0.1,0.33713,0.0160818,0.44478,-18.78,0.5,-19.78,0.0765037,-9,CC
0.9241,0.66541,0.92765,18.88687,13.9371,-3.0,1.0,3.15732,3.10422,5.83765,-14.759,-0.5,36.241,0.22884,0,CC
0.65603,0.50097,0.67877,10.0872,9.76486,-1.28125,-1.0,8.62974,8.38163,10.32996,0.276,-0.1,12.276,1.00106,0,Ia
0.32757,0.99968,0.99986,125.49659,27.55029,0.4375,-1.0,9.17715,0.50962,0.62873,2.277,0.7,-14.723,0.29265,0,CC
0.90023,0.89427,0.91646,21.38634,16.95724,2.5,0.4,2.83042,2.63667,2.89807,38.255,1.1,15.255,0.13084,0,Ia
0.99717,0.99141,0.99861,62.05569,15.76009,-1.28125,0.8,0.55017,0.42759,0.82431,27.275,1.1,9.275,0.0765037,0,CC
9.21381e-06,2.26124e-05,0.000945835,41.59565,36.29109,-3.0,-1.0,35.44748,24.45901,33.36748,48.242,0.9,48.242,0.0447317,0,KN
9.85523e-19,1.93417e-18,0.00010567,19.49431,10.38604,-3.0,-1.0,93.96572,25.62117,92.57336,52.254,0.3,52.254,0.0654191,-9,KN
0.91669,0.53123,0.97108,6.86981,6.2413,-3.0,-0.8,3.26429,2.28305,7.05016,-1.701,0.3,-5.701,0.55972,0,CC
0.52008,0.6986,0.8163,12.95111,7.71158,-3.0,0.4,7.1543,4.43094,5.54007,-17.723,-0.5,-18.723,0.37426,0,CC
0.0743304,0.28155,0.91036,31.57513,28.78035,2.5,-0.9,15.65999,4.01589,10.91537,7.241,-0.3,-16.759,1.30917,0,KN
9.41656e-06,5.34839e-13,0.0012299,12.26266,-0.705046,-3.0,1.0,30.98845,20.03701,66.54805,51.246,1.5,9.246,0.0467776,-9,KN
3.08372e-10,2.38673e-07,0.00380749,10.20826,10.01966,-3.0,-0.9,55.87615,19.22019,41.42592,3.242,1.3,49.242,0.10005,0,KN
6.02103e-14,1.95599e-15,8.81962e-05,23.88435,10.06155,-3.0,-0.3,76.85464,30.17486,84.1506,50.241,0.9,50.241,0.0437426,0,KN
4.44738e-17,6.20107e-17,1.19321e-07,17.58217,16.21724,-3.0,-1.0,95.01248,47.57093,94.30371,48.23,-0.5,48.23,1.4,0,KN
0.23746,0.99423,0.0528333,44.34383,5.79882,-3.0,1.0,6.78077,12.44049,0.43755,43.246,1.1,-16.754,0.0684111,2,KN
0.50443,0.3656,0.66477,7.65879,6.58647,-3.0,-0.6,10.29083,8.53455,11.97402,-5.724,1.5,12.276,0.17498,0,KN
0.99591,0.99994,0.99224,38.13214,-9.0,2.5,1.0,0.18668,0.26022,0.00376699,-12.766,0.9,-13.766,0.0699581,-9,CC
0.78765,0.98305,1.0,112.20813,103.6015,1.125,0.1,4.7141,0.0905987,1.47834,18.241,-0.5,12.241,0.11441,0,Ia
0.0286871,0.00814757,0.0272728,12.44271,10.44721,-3.0,0.2,15.63321,17.28518,19.01272,-3.759,-0.1,16.241,0.20463,-9,KN
0.45008,0.39643,0.51784,9.16908,5.87903,-3.0,1.0,5.76448,5.20468,6.24389,10.246,-0.5,13.246,0.26169,0,CC
0.7731,0.89611,0.89218,10.6006,4.21371,1.8125,-1.0,7.31421,5.70696,5.64263,0.276,1.5,-21.724,1.07052,0,CC
7.06597e-16,1.85815e-16,2.97747e-05,12.86053,8.6933,-3.0,-0.3,86.3107,32.72611,89.13966,50.241,1.1,50.241,0.0559406,0,KN
8.19178e-13,1.89348e-12,8.28965e-07,10.87428,9.12542,-3.0,-1.0,81.3207,49.32044,79.43993,48.276,0.5,48.276,0.19568,0,KN
5.22625e-10,2.85186e-12,0.00109613,11.98783,4.41275,2.5,-1.0,52.0672,22.23837,63.04315,7.247,0.7,-16.753,1.4,0,KN
0.00112807,0.15924,0.0803276,20.61011,7.95792,2.5,-1.0,22.16964,11.27191,7.94586,50.286,-0.5,50.286,1.1448,2,KN
0.99622,0.99947,0.99966,10.18518,2.86436,-2.65625,0.5,0.90499,0.43204,0.49313,6.286,0.7,14.286,0.19135,0,CC
0.99536,0.996,0.99643,10.52481,6.9301,2.5,1.0,0.65768,0.5983,0.62309,38.286,0.9,34.286,0.11188,0,Ia
0.93752,0.93449,0.99996,260.05548,253.35982,-1.96875,-0.7,1.79539,0.12118,1.83195,22.255,-0.3,12.255,0.0584991,0,Ia
0.69363,0.76929,0.74266,33.52942,11.89529,2.5,0.6,5.58481,5.13866,4.88979,-9.779,-0.3,23.221,0.28618,0,CC
0.0137218,0.0103702,0.30717,16.50365,15.6298,2.15625,-1.0,22.28392,11.67822,23.10369,16.276,-0.5,15.276,1.28022,0,KN
0.99961,0.9124,1.0,209.78638,30.34943,1.8125,0.0,0.66374,0.15663,2.68659,-19.762,1.3,-16.762,0.10005,0,Ia
0.97089,0.9719,0.97849,6.20122,5.60841,2.5,0.3,2.28788,2.07911,2.26226,17.241,0.1,11.241,0.54734,0,Ia
2.40679e-19,1.71023e-22,2.19928e-08,8.49603,8.30864,-3.0,-0.3,103.15238,49.06913,118.32482,-3.759,1.5,-4.759,0.0598219,0,KN
2.51915e-20,2.22507e-25,4.67078e-10,11.11998,7.73715,-3.0,0.9,116.5612,64.67798,141.35327,-3.727,0.1,10.273,0.0668984,0,KN
0.93968,0.39186,0.99999,32.29315,21.8961,0.09375,0.1,2.9133,0.21909,8.43834,-7.779,1.1,11.221,0.0855536,0,Ia
0.99964,0.80648,1.0,32.48922,26.02243,2.5,0.2,0.43796,0.0337974,3.76434,-16.758,0.5,-15.758,0.13992,0,Ia
0.90218,0.82354,0.90938,51.45351,1.80153,2.5,0.2,2.18246,2.10931,2.88173,-3.724,0.3,18.276,0.24472,0,Ia
0.14842,0.0983421,0.29838,9.22489,9.14346,2.5,0.8,15.80772,12.92319,17.33527,13.276,1.3,39.276,0.12235,0,KN
0.85919,0.43634,0.99737,38.40912,13.89558,0.78125,1.0,3.26761,0.80676,6.92875,27.275,1.5,11.275,0.074812,0,CC
0.0174352,0.00680349,0.0318726,6.51454,1.64851,-3.0,-0.1,13.72765,12.22173,16.01426,8.241,1.5,-10.759,0.27366,0,KN
0.99997,0.99996,0.99995,164.52594,64.77029,-1.625,0.2,0.32535,0.39192,0.37569,26.299,-0.5,8.299,0.12235,0,Ia
5.11188e-20,2.48364e-21,2.71849e-08,16.47366,9.56719,2.5,-1.0,106.40316,48.59912,112.73574,50.277,-0.5,50.277,0.12512,0,KN
0.60786,0.88199,0.88677,520.15985,79.60882,-0.9375,0.3,8.21486,5.0654,5.13489,-22.724,0.5,-21.724,0.0467776,0,CC
0.96971,0.96832,0.9941,30.13437,23.66144,-1.625,0.3,1.33462,0.71754,1.3588,34.241,0.3,7.241,0.0874881,0,Ia
0.99438,0.93052,0.99948,54.14367,38.5787,-1.96875,0.8,1.78948,0.97957,3.6915,10.241,-0.5,12.241,0.12235,0,CC
0.99979,0.99995,0.99994,12.78162,8.08709,-2.65625,0.4,0.56247,0.39818,0.39194,-0.779,-0.5,-3.779,0.37426,0,CC
0.8344,0.84939,0.88072,9.55102,6.6963,-3.0,0.9,4.99894,4.43246,4.82381,2.23,1.5,-16.77,0.11965,0,CC
0.99871,0.85076,0.99946,54.22197,44.8595,-3.0,0.8,1.22702,0.98885,4.80749,15.23,-0.3,6.23,0.117,0,Ia
0.64334,0.64246,0.7144,9.82439,7.78049,2.5,0.7,4.24664,3.72082,4.25316,-1.754,-0.5,-7.754,0.40023,0,Ia
2.56182e-15,2.74562e-12,3.7246e-06,62.2978,17.44266,-3.0,0.3,77.68191,33.02268,63.12275,51.275,-0.3,51.275,0.04,-9,KN
0.000161509,1.43581e-19,5.13518e-05,12.42935,2.3035,-3.0,-1.0,26.74678,29.38863,101.16184,51.275,-0.5,7.275,1.33877,-9,KN
1.22681e-08,3.34219e-09,0.0111949,28.20512,16.50975,-3.0,0.4,47.91841,16.52547,50.73867,47.247,1.5,47.247,0.0731577,0,KN
3.17683e-07,4.97666e-18,7.36535e-07,13.97565,6.88087,2.5,-1.0,43.10969,41.21388,96.78199,49.277,-0.5,50.277,1.1448,-9,KN
0.87843,0.79963,0.99647,21.69328,18.23671,0.4375,-0.1,3.0702,0.88546,3.82564,23.22,1.5,14.22,0.0731577,0,CC
0.0713812,0.0224058,0.50005,9.28303,0.7788,-3.0,-1.0,13.02998,6.34536,14.73678,36.255,-0.3,5.255,1.30917,0,KN
0.29216,0.64273,0.34871,31.90477,14.58932,-1.625,0.0,9.62737,8.92445,6.04015,-15.77,1.5,-15.77,0.0874881,0,KN
7.48755e-05,5.94905e-05,0.10774,65.05079,37.74721,-3.0,-0.8,30.56175,11.7882,31.10386,46.241,0.5,46.241,0.0534939,0,KN
0.99033,0.97453,0.99603,14.98036,10.66231,-3.0,0.4,1.22537,0.9188,1.70083,-11.758,1.5,16.242,0.0782336,0,Ia
0.72063,0.89181,0.99995,103.25338,27.7043,2.5,1.0,4.50071,0.24285,2.92551,32.275,0.5,-3.725,0.095674,0,CC
0.000632085,0.000185665,0.00244572,7.29861,5.11712,-3.0,0.7,23.54865,22.09565,26.42291,-3.714,-0.3,48.286,0.20463,0,KN
0.10184,0.00697137,0.99993,68.07987,46.11272,-0.25,0.3,11.96113,0.27432,19.41898,-18.758,-0.5,-16.758,0.10463,0,Ia
0.97747,0.96067,0.99658,83.25226,32.23477,1.46875,-0.6,1.18808,0.58883,1.48223,15.238,-0.5,21.238,0.25025,0,Ia
0.87565,0.87991,0.98368,29.90105,25.03711,2.15625,0.4,2.43515,1.04926,2.39606,40.286,1.1,36.286,0.0500232,0,Ia
2.4027e-08,2.87457e-10,0.00792153,7.69463,0.10384,-3.0,-1.0,48.87301,19.08621,58.59762,-3.762,-0.3,9.238,1.4,0,KN
5.42923e-15,1.06763e-14,4.66951e-05,12.70547,10.64395,-3.0,-0.8,89.97023,37.48192,88.48797,48.273,1.5,48.273,0.0654191,0,KN
4.91108e-05,0.000448478,0.17776,12.49257,7.73882,-3.0,-1.0,40.99426,16.30263,35.11793,3.22,1.5,49.22,0.11188,0,KN
5.02268e-14,3.63171e-18,0.00013901,13.90684,12.72644,2.5,-1.0,85.08474,34.72663,105.86353,49.276,-0.5,49.276,0.14963,0,KN
1.88869e-10,1.19203e-15,0.000277896,36.35929,15.17457,-3.0,-0.2,56.92866,25.48239,82.30631,50.286,0.9,50.286,0.0409045,0,KN
9.43583e-06,7.91852e-16,1.70794e-05,13.27118,5.01275,-3.0,1.0,37.46847,36.06584,88.86083,39.23,0.1,49.23,0.0625579,0,KN
0.96739,0.95544,0.97116,17.8292,5.06594,-3.0,-0.5,2.37301,2.28103,2.62903,5.299,0.1,-5.701,0.81858,0,CC
0.1519,0.75558,0.99426,91.5717,31.85605,1.125,0.0,11.98451,1.39939,5.01863,4.241,-0.5,23.241,0.20463,0,CC
0.93631,0.93423,0.94631,13.39086,12.29336,-3.0,0.5,1.81012,1.68455,1.83506,-8.759,1.5,41.241,0.0978374,0,CC
0.87631,0.11105,1.0,155.56392,47.63754,1.8125,-0.1,3.09258,0.0598373,11.69486,16.275,1.5,7.275,0.0654191,0,Ia
0.99999,0.99845,0.99987,314.57999,257.17413,0.78125,-0.1,0.2459,0.49863,0.96693,32.242,0.3,18.242,0.0447317,-9,CC
0.99524,0.7945,0.99999,57.49429,30.84987,2.5,-0.3,1.32526,0.27345,4.64753,-1.711,1.1,12.289,0.0935584,0,Ia
0.96383,0.24863,0.99981,24.39522,23.37794,1.125,1.0,1.43286,0.21638,7.85881,-15.703,-0.3,49.297,0.0855536,0,KN
0.00241941,0.000290992,0.0181314,5.28524,2.79781,-3.0,-1.0,27.20195,21.4556,32.82912,-3.797,0.7,-1.797,1.28022,0,KN
0.93259,0.98179,0.9647,133.33005,70.94406,2.5,0.2,4.30414,3.56923,2.98449,-15.724,0.3,-16.724,0.11441,0,CC
0.000145139,0.000284833,0.0333626,7.17745,3.74489,-3.0,0.7,32.79231,18.15995,29.2653,49.211,0.9,16.211,0.0935584,0,KN
0.85463,0.5079,0.9016,44.08608,14.56281,2.5,1.0,2.62151,2.18825,5.28429,7.275,1.3,10.275,0.0855536,-9,Ia
0.95787,0.9987,0.99903,82.38226,14.25335,2.5,-0.6,2.03521,0.59336,0.64907,-9.714,-0.3,-7.714,0.6845,0,CC
0.22403,0.20824,0.27821,27.46154,1.4005,-2.3125,0.3,8.1969,7.48624,8.43028,23.276,0.5,6.276,0.14632,0,Ia
0.97197,0.96269,0.9763,22.01927,13.87731,-1.28125,0.2,3.34917,3.20052,3.62477,2.276,1.5,7.276,0.13683,0,Ia
0.00819347,0.0107207,0.57274,7.88368,5.76282,-3.0,-1.0,20.63151,6.66892,18.29176,-2.759,-0.3,-0.759,1.09473,0,KN
0.78191,0.76573,0.99968,7.72113,7.22772,0.4375,-0.2,3.21122,0.13251,3.33539,-18.753,0.1,-15.753,0.40023,0,CC
0.96663,0.96722,0.97731,15.36355,6.10221,2.5,0.5,1.38721,1.19133,1.37737,7.238,0.9,-5.762,0.15647,0,CC
4.79863e-16,4.36001e-21,3.98358e-08,26.90727,9.24517,-3.0,0.1,92.6412,52.29018,117.48919,50.203,1.3,50.203,0.04,0,KN
0.98209,0.98225,0.99966,37.61258,36.79425,-1.96875,-0.2,1.96404,0.64,1.50166,-1.759,-0.3,13.241,0.18299,0,CC
0.98485,0.99998,0.89333,442.03952,28.29736,-0.59375,0.0,1.01978,2.26943,0.0909596,24.276,-0.3,15.276,0.0654191,0,Ia
0.33676,0.61253,0.75221,17.35178,17.27272,2.15625,-0.7,7.95295,4.23618,5.38964,-11.701,1.5,47.299,0.16733,0,KN
0.93842,0.88307,0.9803,6.17058,4.7579,-1.28125,-1.0,1.78444,1.12778,1.74587,-17.703,-0.5,-17.703,0.6845,0,CC
0.0182027,0.11342,0.0788921,50.46296,44.43156,2.5,-0.8,15.2778,11.323,10.27802,-16.753,1.5,-16.753,0.0584991,0,KN
0.84801,0.78477,0.88133,4.69685,2.08315,-3.0,-1.0,4.09979,3.72157,4.74188,-1.711,1.3,11.289,0.57238,0,CC
0.99924,0.99426,0.99939,10.91506,8.30781,2.5,0.5,2.48641,2.3927,3.66482,7.22,-0.3,15.22,0.33467,0,CC
0.000915173,0.000251327,0.000236093,4.87983,3.75932,-3.0,1.0,26.34896,31.57151,29.57406,0.236,-0.5,17.236,0.17498,-9,KN
0.25259,0.24536,0.24538,7.02989,2.6102,-3.0,0.8,12.50642,12.62535,12.6256,-29.724,-0.5,-21.724,0.39138,0,CC
4.11446e-05,1.05019e-06,0.00885569,10.79521,9.67879,2.5,-1.0,27.72758,15.38016,35.78181,49.238,-0.5,49.238,1.07052,0,KN
1.89013e-23,8.01706e-23,1.77088e-07,15.79507,13.55485,2.5,-1.0,126.01771,46.67181,122.98404,51.211,-0.3,51.211,0.14963,0,KN
0.31396,0.0972668,0.82634,19.78537,16.62129,-2.65625,-0.5,10.46771,5.09056,14.7763,-2.759,1.5,13.241,0.0894665,0,Ia
0.68979,0.93929,0.98388,54.31023,19.08886,2.5,0.0,7.37332,2.89079,4.17121,1.276,-0.5,-7.724,0.33467,0,Ia
7.65429e-17,2.18009e-16,1.90041e-05,18.51616,7.00251,-3.0,-1.0,84.96548,29.44013,82.79636,49.276,-0.1,49.276,0.0639725,-9,KN
0.99972,0.99997,0.99999,100.32076,51.95417,0.09375,-0.5,0.84307,0.34336,0.51409,5.211,-0.5,22.211,0.17498,0,Ia
0.94471,0.5384,0.99343,15.65135,15.37949,1.8125,0.7,2.82745,1.45524,6.9836,5.241,1.5,8.241,0.11188,0,CC
0.000956623,0.00449292,0.00314019,35.06322,21.26219,2.5,-1.0,24.4311,21.46449,20.55205,40.277,-0.5,48.277,1.25191,-9,KN
0.99913,0.99754,0.99991,140.03593,113.74195,2.5,0.2,1.11434,0.63917,1.44413,27.211,1.5,40.211,0.0534939,-9,Ia
0.80059,0.84449,0.98698,351.99689,322.73279,2.5,-0.5,3.06546,0.96299,2.70807,-12.795,-0.5,46.205,0.11441,0,Ia
0.9899,0.94218,0.99985,39.52587,25.28709,2.15625,0.1,2.09351,0.72492,3.48034,-19.764,0.9,-16.764,0.1338,0,CC
0.97572,0.97482,0.97729,13.25289,0.74239,-0.59375,0.4,2.67764,2.62632,2.70611,-15.724,-0.1,-16.724,0.29927,0,CC
0.69079,0.63685,0.70343,19.19759,10.62251,-3.0,-0.1,7.36297,7.23143,7.918,3.276,0.1,-10.724,0.27366,0,Ia
0.35763,0.80622,0.97674,34.75854,5.09084,1.46875,-0.7,7.72319,1.64798,3.76675,3.286,1.5,-15.714,0.23401,0,CC
3.11195e-13,1.62723e-23,1.72325e-08,9.85638,5.9818,-3.0,1.0,75.99845,51.94698,126.33195,40.23,0.3,3.23,0.0598219,0,KN
0.0209158,8.86738e-05,0.66063,8.88389,3.79794,-2.65625,-1.0,23.91095,9.48973,39.45056,40.276,-0.5,7.276,1.4,0,KN
0.5095,0.49281,0.49806,6.33312,5.19109,2.5,0.9,8.24661,8.36258,8.41617,1.23,-0.1,-20.77,0.39138,0,CC
0.99986,0.9954,0.99998,24.43208,4.20865,-1.96875,0.4,0.32874,0.17895,0.96299,11.275,0.9,5.275,0.18299,0,CC
0.9251,0.81864,0.99978,86.99815,4.30956,-3.0,-0.2,1.94038,0.22528,2.92143,22.276,-0.5,10.276,0.18299,0,Ia
0.94647,0.94449,0.9516,17.60769,13.97178,2.5,1.0,1.68249,1.61349,1.70816,-14.779,0.3,-16.779,0.15301,0,CC
0.84495,0.72717,0.92774,16.22216,15.2375,-2.65625,-0.1,6.40604,5.06988,7.8444,-6.724,0.9,11.276,0.0625579,0,CC
0.99205,0.78874,1.0,174.55106,-9.0,0.09375,-0.3,0.2634,0.00275964,1.05172,-16.789,0.3,-15.789,0.095674,-9,CC
6.20783e-14,1.39167e-14,1.38754e-05,22.25107,15.64297,-3.0,-0.8,76.7894,34.50126,79.9782,50.241,1.5,50.241,0.0457432,0,KN
3.9156e-06,1.09108e-05,0.00481263,12.92214,10.79474,2.5,-1.0,32.9133,18.64217,30.66431,45.247,0.5,21.247,1.4,0,KN
0.67023,0.63227,0.77283,34.89939,-9.0,-3.0,-0.1,2.358,1.7981,2.56929,14.255,0.3,7.255,0.15301,-9,CC
0.13426,0.14233,0.14971,9.23947,6.81903,0.78125,0.5,13.67779,13.29495,13.47328,-12.77,-0.5,-16.77,0.52341,0,CC
0.9339,0.73647,0.93152,6.63729,4.80519,-0.9375,-0.6,3.00722,3.04479,5.19567,11.297,0.5,1.297,1.30917,0,Ia
0.11152,0.0697316,0.050815,7.9002,3.44394,2.5,-0.9,8.93901,11.02865,10.20117,4.255,-0.5,-26.745,0.97893,-9,KN
1.17596e-22,2.87906e-23,2.47292e-08,14.61828,12.39235,-3.0,-0.9,133.58347,59.78263,136.61911,47.276,1.5,47.276,0.0547036,0,KN
0.39313,0.29229,0.78703,12.93921,11.99575,-3.0,-0.7,7.35239,3.9368,8.47858,20.241,1.5,14.241,0.13683,0,KN
0.34876,0.97971,0.6652,295.41895,38.25756,-0.25,-1.0,6.7074,4.08481,1.57201,-15.725,-0.5,-15.725,1.1448,-9,Ia
0.99996,0.9998,0.99852,60.73915,32.69254,1.8125,0.7,0.36935,0.95404,0.55511,24.238,0.9,16.238,0.10231,-9,Ia
3.9839e-06,3.22438e-06,0.00862953,96.94264,50.94613,-3.0,0.2,32.87546,15.44259,33.33797,45.255,-0.5,-14.745,0.07154,0,KN
0.98505,0.97185,0.98926,10.49325,-9.0,-3.0,1.0,1.01476,0.89563,1.29657,-15.766,0.9,-13.766,0.095674,0,CC
4.15058e-17,4.15757e-19,7.80447e-07,7.89725,6.42755,-3.0,-1.0,97.91576,45.39277,107.78125,-4.724,-0.3,-4.724,1.4,0,KN
1.55451e-34,5.88083e-33,3.68968e-12,34.00327,33.5146,-3.0,-0.9,191.86058,80.25516,184.19084,48.276,0.3,48.276,0.0559406,0,KN
0.77302,0.8025,0.9383,10.33418,9.15324,0.09375,-0.3,3.27964,1.78588,3.05039,37.297,1.5,43.297,0.0836618,0,Ia
0.99867,0.99997,1.0,149.20488,121.69231,0.09375,0.3,1.23621,0.1764,0.50564,-4.759,-0.3,30.241,0.095674,0,CC
3.03172e-25,1.74039e-16,8.49006e-09,31.70293,12.27358,-3.0,-0.4,128.22978,48.71809,86.34148,51.275,0.9,51.275,0.04,-9,KN
0.63522,0.0607417,0.99255,46.60191,21.67544,2.15625,0.6,6.10724,1.50944,14.9189,18.297,0.3,10.297,0.14308,0,Ia
0.99824,0.99325,0.99964,139.13687,16.47309,-2.3125,-0.5,1.32623,0.89524,1.878,-6.724,0.3,13.276,0.0731577,0,Ia
0.8254,0.82566,0.8623,7.68584,6.54184,-2.65625,1.0,2.86657,2.55469,2.86443,6.246,-0.5,-20.754,0.26761,0,CC
0.44707,0.77092,0.83564,69.86007,33.44335,-1.96875,0.3,10.95461,6.53172,7.34004,20.273,-0.3,21.273,0.15301,0,CC
0.15932,0.21406,0.27092,17.98968,8.75596,-3.0,0.1,14.30981,12.21508,13.1749,-9.724,1.5,24.276,0.13992,0,CC
0.88301,0.82033,0.91981,10.95513,6.67289,1.125,-1.0,2.36731,1.99882,2.90778,15.221,1.5,3.221,0.27366,0,Ia
2.71748e-11,1.07139e-11,0.00166996,47.43864,27.77875,-3.0,-0.6,63.72033,23.0512,65.7324,50.221,-0.5,50.221,0.0765037,0,KN
0.14559,2.78178e-09,0.0176263,15.64009,2.05544,-2.3125,-1.0,8.19919,13.70075,48.5198,49.246,-0.3,49.246,1.36904,1,KN
0.00971127,0.82386,0.99987,101.79841,89.12555,0.78125,0.9,16.88605,0.1864,2.17901,45.286,-0.5,48.286,0.04,0,KN
4.5938e-10,8.61173e-12,0.000747516,22.9346,12.91572,-3.0,0.2,55.01943,23.15079,63.52872,50.286,0.1,50.286,0.0572055,0,KN
0.97422,0.99766,0.99999,193.64705,-9.0,0.09375,0.8,0.22044,0.000801211,0.0429927,-9.787,-0.5,6.213,0.0836618,-9,CC
0.87461,0.95069,0.96712,43.44469,41.80081,1.8125,0.6,3.11032,1.86127,2.15625,7.255,-0.3,45.255,0.15301,0,CC
0.94896,0.86426,0.96757,25.23016,13.07485,-0.9375,-0.5,2.75165,2.36865,3.92014,6.241,1.1,-0.759,0.32003,0,Ia
2.75294e-05,1.43268e-10,0.28816,11.31433,5.85856,-3.0,-0.8,30.81225,7.36795,57.52132,42.275,-0.3,-1.725,1.30917,0,KN
9.53743e-19,1.43669e-16,4.72636e-08,27.3985,23.72074,2.5,-1.0,108.74861,54.0613,97.89462,49.276,-0.5,49.276,1.33877,0,KN
0.0820556,0.97634,0.9997,115.26002,59.21721,1.125,-1.0,12.61528,0.41634,1.65772,6.255,-0.1,-10.745,1.07052,0,CC
6.80499e-10,4.99527e-12,0.00328171,9.37243,7.75879,2.5,-1.0,54.17385,19.58499,64.68808,2.255,-0.3,14.255,1.33877,0,KN
0.99748,0.99835,0.99867,84.68674,82.70795,0.09375,0.3,0.79689,0.65278,0.69841,25.255,-0.5,20.255,0.12795,0,CC
4.22397e-18,4.43986e-18,5.933e-07,13.62633,12.96324,2.5,-1.0,94.11571,39.41553,94.01168,51.22,0.7,51.22,0.0668984,0,KN
0.021911,0.70269,0.29331,8.06991,7.6806,-3.0,-1.0,14.79518,7.30784,2.98248,1.247,1.1,-17.753,0.21399,-9,KN
0.0530362,0.0858945,0.42701,5.91081,5.22166,-3.0,-1.0,19.4779,11.19573,16.51158,-6.727,0.3,35.273,1.04685,0,KN
0.9126,0.97236,0.99668,56.38623,44.15602,0.4375,0.0,3.98194,1.55986,2.78055,-8.764,0.7,31.236,0.10231,0,CC
0.0892382,0.0316478,0.33149,9.29124,4.3686,-2.65625,-1.0,18.97069,13.53338,22.56568,-5.724,0.5,14.276,1.4,-9,KN
0.0201691,0.00224871,0.3696,4.95728,3.95961,-3.0,-1.0,19.65441,9.76791,25.74496,-3.77,-0.1,8.23,1.09473,0,KN
0.000973416,0.000107407,0.0779143,6.85717,3.14854,-3.0,-1.0,29.66011,16.84286,35.38278,-4.727,0.5,2.273,1.30917,0,KN
0.000108583,8.49495e-05,0.0172155,13.3277,9.39321,2.5,-1.0,25.56016,15.42216,26.11021,50.297,-0.5,50.297,1.19715,0,KN
0.00282191,0.0165754,0.0413598,17.88621,16.04756,-3.0,-1.0,19.95416,14.60841,15.52007,30.22,1.1,50.22,0.0559406,-9,KN
0.89316,0.82768,0.97457,8.19955,5.22936,-3.0,-1.0,2.27106,1.24571,2.84791,5.286,0.7,16.286,0.20463,0,CC
0.99957,0.99874,0.99998,47.67174,43.12635,0.09375,-0.3,0.28379,0.10082,0.41268,42.297,1.5,23.297,0.04,0,Ia
0.98977,0.9977,0.999,27.81974,24.70494,1.8125,0.5,0.87946,0.38116,0.5112,-4.745,0.5,-14.745,0.13992,0,Ia
0.95345,0.83987,0.97346,5.59529,4.18339,-2.65625,1.0,2.66782,2.2213,4.18699,-13.701,1.5,3.299,0.11441,0,CC
0.99679,0.97253,0.99609,32.30672,29.49125,1.125,-0.8,1.54644,1.62697,2.77565,16.23,-0.5,8.23,1.4,0,CC
0.66191,0.63243,0.69938,13.85024,4.63567,-3.0,0.2,5.86894,5.53304,6.13213,-13.711,1.3,-14.711,0.14308,0,CC
0.000239481,3.12024e-07,0.000948975,7.24623,4.37139,-3.0,0.7,29.69299,28.01336,45.37786,50.236,0.7,15.236,0.095674,0,KN
